Unnamed: 0,Unnamed: 0.1,phage,host,species,relation
120.0,132.0,MK112530,NZ_LN831039.1,Mycobacteriaceae;,1
121.0,133.0,JN116823,NZ_CP027793.1,Nocardiaceae;,1
122.0,134.0,NC_031085,NZ_NQCD01000010.1,Enterobacterales;,1
123.0,135.0,NC_031087,NZ_UWXU01000001,Enterobacterales;,1
124.0,136.0,MH727543,NZ_LN831039.1,Mycobacteriaceae;,1
125.0,137.0,MK112538,LC361338,Micrococcaceae;,1
126.0,138.0,MH727545,NZ_LN831039.1,Mycobacteriaceae;,1
127.0,139.0,MH727546,NZ_LN831039.1,Mycobacteriaceae;,1
128.0,141.0,MK279866,NZ_LN831039.1,Mycobacteriaceae;,1
129.0,142.0,JF957058,NZ_LN831039.1,Mycobacteriaceae;,1
130.0,145.0,HM152765,NZ_LN831039.1,Mycobacteriaceae;,1
131.0,146.0,HM152766,NZ_LN831039.1,Mycobacteriaceae;,1
132.0,147.0,MK279869,LC361338,Micrococcaceae;,1
133.0,152.0,MH976517,NZ_LN831039.1,Mycobacteriaceae;,1
134.0,155.0,KX589269,NZ_LN831039.1,Mycobacteriaceae;,1
135.0,156.0,NC_022762,NZ_AP019750.1,Lactobacillales;,1
136.0,157.0,NC_022764,NZ_NUFU01000011.1,Bacillales;,1
137.0,158.0,NC_022765,NZ_CP011007.1,Bacillales;,1
138.0,159.0,NC_022766,NZ_CP011007.1,Bacillales;,1
139.0,160.0,NC_010353,NZ_CP035306.1,Lactobacillales;,1
140.0,161.0,NC_022768,AP014565,Enterobacterales;,1
141.0,162.0,MK279859,NZ_LN831039.1,Mycobacteriaceae;,1
142.0,163.0,MK279858,NZ_LN831039.1,Mycobacteriaceae;,1
143.0,164.0,MK279851,LC361338,Micrococcaceae;,1
144.0,165.0,JF957060,NZ_LN831039.1,Mycobacteriaceae;,1
145.0,166.0,MK279853,NZ_CP022580.1,Gordoniaceae;,1
146.0,167.0,MK279852,NZ_LN831039.1,Mycobacteriaceae;,1
147.0,168.0,MK279854,LC361338,Micrococcaceae;,1
148.0,169.0,MK279857,NZ_LN831039.1,Mycobacteriaceae;,1
149.0,170.0,MK279856,LC361338,Micrococcaceae;,1
150.0,171.0,MH825709,NZ_LN831039.1,Mycobacteriaceae;,1
151.0,172.0,NC_011534,NZ_BCTM01000001,Enterobacterales;,1
152.0,173.0,NC_029071,AP014565,Enterobacterales;,1
153.0,174.0,KT783672,LC361338,Micrococcaceae;,1
154.0,175.0,NC_028988,NZ_CP009764.1,Burkholderiales;,1
155.0,176.0,NC_028986,NZ_LN831039.1,Mycobacteriaceae;,1
156.0,177.0,NC_028805,NZ_CP025545.1,Bacillales;,1
157.0,178.0,NC_013195,NZ_CP023560,Bacillales;,1
158.0,179.0,NC_024121,NZ_CP050013.1,Enterobacterales;,1
159.0,180.0,NC_010363,NZ_PKRZ01000001.1,Lactobacillales;,1
160.0,181.0,NC_004678,NZ_CP023560,Bacillales;,1
161.0,182.0,NC_004679,NZ_CP023560,Bacillales;,1
162.0,183.0,NC_013694,NZ_LN831039.1,Mycobacteriaceae;,1
163.0,184.0,NC_020483,NZ_JNIU01000001,Pelagibacterales;,1
164.0,185.0,NC_020482,NZ_JNIU01000001,Pelagibacterales;,1
165.0,186.0,NC_020481,NZ_JNIU01000001,Pelagibacterales;,1
166.0,187.0,NC_020480,NZ_CP011007.1,Bacillales;,1
167.0,188.0,NC_019726,NZ_CP023560,Bacillales;,1
168.0,189.0,MG298964,NZ_DF968533,Streptomycetaceae;,1
169.0,190.0,KX752698,NZ_LN831039.1,Mycobacteriaceae;,1
170.0,192.0,MG757167,NZ_LN831039.1,Mycobacteriaceae;,1
171.0,193.0,NC_027991,NZ_CP023560,Bacillales;,1
172.0,194.0,MG757164,NZ_LN831039.1,Mycobacteriaceae;,1
173.0,195.0,MG757165,NZ_LN831039.1,Mycobacteriaceae;,1
174.0,196.0,NC_013697,NC_010002.1,Burkholderiales;,1
175.0,197.0,MG757162,NZ_LN831039.1,Mycobacteriaceae;,1
176.0,198.0,NC_005857,NZ_JH603143.1,Enterobacterales;,1
177.0,199.0,NC_028800,NZ_UWXU01000001,Enterobacterales;,1
178.0,200.0,NC_022053,NZ_LN831039.1,Mycobacteriaceae;,1
179.0,201.0,MG925354,NZ_LN831039.1,Mycobacteriaceae;,1
180.0,202.0,KT363731,NZ_LN831039.1,Mycobacteriaceae;,1
181.0,203.0,MG925355,NZ_LN831039.1,Mycobacteriaceae;,1
182.0,204.0,MF185728,NZ_LN831039.1,Mycobacteriaceae;,1
183.0,205.0,MF185729,NZ_LN831039.1,Mycobacteriaceae;,1
184.0,206.0,KX620751,NZ_CP010341.1,Propionibacteriaceae;,1
185.0,207.0,MF185725,LC361338,Micrococcaceae;,1
186.0,208.0,MF185726,NZ_LN831039.1,Mycobacteriaceae;,1
187.0,209.0,KX620752,NZ_CP010341.1,Propionibacteriaceae;,1
188.0,210.0,MF185721,LC361338,Micrococcaceae;,1
189.0,211.0,MF185722,NZ_LN831039.1,Mycobacteriaceae;,1
190.0,212.0,MF185723,LC361338,Micrococcaceae;,1
191.0,213.0,MH697575,NZ_LN831039.1,Mycobacteriaceae;,1
192.0,214.0,NC_001697,NZ_CP009610.1,Pasteurellales;,1
193.0,215.0,MH697577,NZ_LN831039.1,Mycobacteriaceae;,1
194.0,216.0,MH697576,NZ_LN831039.1,Mycobacteriaceae;,1
195.0,217.0,KT990218,NC_012490.1,Nocardiaceae;,1
196.0,218.0,MH697579,NZ_LN831039.1,Mycobacteriaceae;,1
197.0,219.0,MH697578,NZ_LN831039.1,Mycobacteriaceae;,1
198.0,220.0,NC_021061,NZ_LN831039.1,Mycobacteriaceae;,1
199.0,221.0,KT364588,NZ_LN831039.1,Mycobacteriaceae;,1
200.0,222.0,NC_022058,NZ_LN831039.1,Mycobacteriaceae;,1
201.0,223.0,MH047631,CP019892,Microbacteriaceae;,1
202.0,224.0,MF668283,NZ_LN831039.1,Mycobacteriaceae;,1
203.0,226.0,MF668281,NZ_LN831039.1,Mycobacteriaceae;,1
204.0,227.0,MF668280,NZ_LN831039.1,Mycobacteriaceae;,1
205.0,228.0,MF668287,NZ_LN831039.1,Mycobacteriaceae;,1
206.0,229.0,MF668286,NC_012490.1,Nocardiaceae;,1
207.0,230.0,MF668285,LC361338,Micrococcaceae;,1
208.0,231.0,MF668284,NZ_LN831039.1,Mycobacteriaceae;,1
209.0,232.0,MH697593,NZ_LN831039.1,Mycobacteriaceae;,1
210.0,233.0,MH697592,NZ_LN831039.1,Mycobacteriaceae;,1
211.0,234.0,MH697591,NZ_LN831039.1,Mycobacteriaceae;,1
212.0,235.0,MH697590,NZ_LN831039.1,Mycobacteriaceae;,1
213.0,236.0,JN049605,NZ_LN831039.1,Mycobacteriaceae;,1
214.0,237.0,KY083062,NZ_LN831039.1,Mycobacteriaceae;,1
215.0,238.0,MH000607,NZ_LN831039.1,Mycobacteriaceae;,1
216.0,239.0,MH000606,NZ_LN831039.1,Mycobacteriaceae;,1
217.0,243.0,MK359312,NZ_LN831039.1,Mycobacteriaceae;,1
218.0,244.0,MK359311,NZ_LN831039.1,Mycobacteriaceae;,1
219.0,245.0,MK359310,NZ_LN831039.1,Mycobacteriaceae;,1
220.0,246.0,MK359317,NZ_LN831039.1,Mycobacteriaceae;,1
221.0,247.0,MK359316,NZ_LN831039.1,Mycobacteriaceae;,1
222.0,248.0,MK359315,NZ_LN831039.1,Mycobacteriaceae;,1
223.0,249.0,MK359314,NZ_LN831039.1,Mycobacteriaceae;,1
224.0,251.0,MK359318,NZ_LN831039.1,Mycobacteriaceae;,1
225.0,252.0,GQ303259,NZ_LN831039.1,Mycobacteriaceae;,1
226.0,253.0,KJ829260,NZ_LN831039.1,Mycobacteriaceae;,1
227.0,254.0,NC_004302,NZ_PKRZ01000001.1,Lactobacillales;,1
228.0,255.0,NC_004303,NZ_CP035306.1,Lactobacillales;,1
229.0,256.0,NC_004305,NZ_FLYG01000003,Lactobacillales;,1
230.0,257.0,NC_001825,NZ_FEBQ01000001.1,Lactobacillales;,1
231.0,258.0,MH230878,NZ_LN831039.1,Mycobacteriaceae;,1
232.0,259.0,NC_029072,NZ_CCKZ01000001,Enterobacterales;,1
233.0,260.0,KX688047,NZ_LN831039.1,Mycobacteriaceae;,1
234.0,261.0,MH910041,QLNP01000098,Micrococcaceae;,1
235.0,262.0,MH910040,NZ_LN831039.1,Mycobacteriaceae;,1
236.0,263.0,MH590587,NZ_LN831039.1,Mycobacteriaceae;,1
237.0,264.0,NC_016571,NZ_CP048408.1,Pseudomonadales;,1
238.0,265.0,MH153800,NZ_QTTZ01000001,Microbacteriaceae;,1
239.0,266.0,KT591489,NZ_LN831039.1,Mycobacteriaceae;,1
240.0,267.0,MH153802,CP019892,Microbacteriaceae;,1
241.0,268.0,MH153803,CP019892,Microbacteriaceae;,1
242.0,269.0,MH153804,NC_012490.1,Nocardiaceae;,1
243.0,270.0,MH153805,CP019892,Microbacteriaceae;,1
244.0,271.0,MH153806,CP019892,Microbacteriaceae;,1
245.0,272.0,MH153807,NC_012490.1,Nocardiaceae;,1
246.0,273.0,MH153808,NZ_FNLM01000034,Gordoniaceae;,1
247.0,275.0,MG944218,CP019892,Microbacteriaceae;,1
248.0,276.0,MG944219,CP019892,Microbacteriaceae;,1
249.0,277.0,KM652553,NZ_LN831039.1,Mycobacteriaceae;,1
250.0,278.0,NC_002515,NC_002771.1,Mycoplasmataceae;,1
251.0,279.0,MH045554,CP019892,Microbacteriaceae;,1
252.0,280.0,KM923971,NZ_LN831039.1,Mycobacteriaceae;,1
253.0,281.0,MH727561,NZ_LN831039.1,Mycobacteriaceae;,1
254.0,282.0,NC_020880,NZ_QMJJ01000010.1,Lactobacillales;,1
255.0,283.0,NC_025439,NZ_MSEI01000003,Alteromonadales;,1
256.0,284.0,NC_025438,NZ_LN831039.1,Mycobacteriaceae;,1
257.0,285.0,NC_025433,NZ_LN831039.1,Mycobacteriaceae;,1
258.0,286.0,NC_007021,NZ_CP023560,Bacillales;,1
259.0,289.0,KX670828,NZ_LN831039.1,Mycobacteriaceae;,1
260.0,291.0,MH651169,NZ_LN831039.1,Mycobacteriaceae;,1
261.0,292.0,NC_028838,NZ_CP019870.1,Clostridiales;,1
262.0,293.0,NC_029048,NZ_CP019870.1,Clostridiales;,1
263.0,294.0,NC_029044,NZ_LN831039.1,Mycobacteriaceae;,1
264.0,295.0,NC_002486,NZ_CP023560,Bacillales;,1
265.0,297.0,NC_029042,CP029897,Enterobacterales;,1
266.0,298.0,NC_029043,NZ_LN831039.1,Mycobacteriaceae;,1
267.0,299.0,MF919530,NZ_LN831039.1,Mycobacteriaceae;,1
268.0,300.0,MF919531,NZ_LN831039.1,Mycobacteriaceae;,1
269.0,301.0,MF919532,NZ_LN831039.1,Mycobacteriaceae;,1
270.0,302.0,MF919534,NZ_LN831039.1,Mycobacteriaceae;,1
271.0,303.0,MF919535,NZ_LN831039.1,Mycobacteriaceae;,1
272.0,304.0,MF919536,NZ_LN831039.1,Mycobacteriaceae;,1
273.0,306.0,MF919538,NZ_LN831039.1,Mycobacteriaceae;,1
274.0,307.0,MF919539,NZ_LN831039.1,Mycobacteriaceae;,1
275.0,308.0,NC_023577,NZ_LN831039.1,Mycobacteriaceae;,1
276.0,309.0,NC_023574,NZ_PKRZ01000001.1,Lactobacillales;,1
277.0,310.0,NC_023572,NZ_LN831039.1,Mycobacteriaceae;,1
278.0,311.0,NC_023573,NZ_CP023560,Bacillales;,1
279.0,312.0,NC_023571,NZ_CP014324.1,Lactobacillales;,1
280.0,313.0,JQ911768,NZ_LN831039.1,Mycobacteriaceae;,1
281.0,314.0,NC_023578,NZ_LN831039.1,Mycobacteriaceae;,1
282.0,315.0,NC_023579,NC_013961.1,Enterobacterales;,1
283.0,316.0,MK112527,NZ_LN831039.1,Mycobacteriaceae;,1
284.0,317.0,MK112526,LC361338,Micrococcaceae;,1
285.0,318.0,MH727559,NZ_LN831039.1,Mycobacteriaceae;,1
286.0,319.0,MH727558,NZ_LN831039.1,Mycobacteriaceae;,1
287.0,320.0,NC_002661,NZ_CP023560,Bacillales;,1
288.0,322.0,MH727553,NZ_LN831039.1,Mycobacteriaceae;,1
289.0,324.0,MH727551,NZ_LN831039.1,Mycobacteriaceae;,1
290.0,325.0,MH727550,CP032788,Corynebacteriaceae;,1
291.0,326.0,MH727557,NZ_LN831039.1,Mycobacteriaceae;,1
292.0,327.0,MH727556,CP019892,Microbacteriaceae;,1
293.0,328.0,MK112529,LC361338,Micrococcaceae;,1
294.0,329.0,MK112528,LC361338,Micrococcaceae;,1
295.0,330.0,MH045567,CP019892,Microbacteriaceae;,1
296.0,331.0,MH045566,CP019892,Microbacteriaceae;,1
297.0,332.0,MH045565,CP019892,Microbacteriaceae;,1
298.0,333.0,MH045564,CP019892,Microbacteriaceae;,1
299.0,334.0,NC_022979,NZ_LN831039.1,Mycobacteriaceae;,1
300.0,335.0,MH045562,CP019892,Microbacteriaceae;,1
301.0,336.0,MH045561,CP019892,Microbacteriaceae;,1
302.0,337.0,MH045560,CP019892,Microbacteriaceae;,1
303.0,338.0,NC_022975,NZ_LN831039.1,Mycobacteriaceae;,1
304.0,339.0,NC_022977,NZ_LN831039.1,Mycobacteriaceae;,1
305.0,340.0,NC_022976,NZ_LN831039.1,Mycobacteriaceae;,1
306.0,341.0,MH045569,NZ_LN831039.1,Mycobacteriaceae;,1
307.0,342.0,MH045568,CP019892,Microbacteriaceae;,1
308.0,343.0,KX721255,NZ_LN831039.1,Mycobacteriaceae;,1
309.0,344.0,KX721256,NZ_LN831039.1,Mycobacteriaceae;,1
310.0,345.0,NC_024392,CP027029,Bacillales;,1
311.0,346.0,NC_003524,NC_008261.1,Clostridiales;,1
312.0,347.0,NC_021297,NZ_LN831039.1,Mycobacteriaceae;,1
313.0,348.0,NC_021299,NZ_LN831039.1,Mycobacteriaceae;,1
314.0,349.0,NC_021298,NZ_CM001889,Streptomycetaceae;,1
315.0,353.0,NC_030945,NZ_ALPT02000001,Bacillales;,1
316.0,355.0,KU055616,NZ_LN831039.1,Mycobacteriaceae;,1
317.0,356.0,NC_013638,NZ_CP048408.1,Pseudomonadales;,1
318.0,357.0,NC_027293,NZ_CP024819.1,Enterobacterales;,1
319.0,358.0,NC_027297,AP014565,Enterobacterales;,1
320.0,359.0,NC_027299,NVUC01000001,Rhodobacterales;,1
321.0,360.0,MH576948,LC361338,Micrococcaceae;,1
322.0,361.0,MF324899,NZ_LN831039.1,Mycobacteriaceae;,1
323.0,362.0,MH316569,NC_012490.1,Nocardiaceae;,1
324.0,363.0,MH020236,NZ_LN831039.1,Mycobacteriaceae;,1
325.0,364.0,MH020237,NZ_LN831039.1,Mycobacteriaceae;,1
326.0,365.0,MH020235,NZ_LN831039.1,Mycobacteriaceae;,1
327.0,366.0,MH020238,NZ_LN831039.1,Mycobacteriaceae;,1
328.0,367.0,MH020239,NZ_LN831039.1,Mycobacteriaceae;,1
329.0,368.0,NC_028889,NZ_LN831039.1,Mycobacteriaceae;,1
330.0,369.0,NC_028888,NC_022112.1,Lactobacillales;,1
331.0,370.0,KY319168,NZ_LN831039.1,Mycobacteriaceae;,1
332.0,371.0,MH651187,NZ_LN831039.1,Mycobacteriaceae;,1
333.0,372.0,MG518519,NZ_CM001889,Streptomycetaceae;,1
334.0,373.0,NC_028959,NZ_CP019870.1,Clostridiales;,1
335.0,374.0,NC_028958,NZ_CP019870.1,Clostridiales;,1
336.0,375.0,MF766048,NZ_OCQN01000001,Streptomycetaceae;,1
337.0,376.0,MF766044,NZ_OCQN01000001,Streptomycetaceae;,1
338.0,377.0,MF766045,NZ_OCQN01000001,Streptomycetaceae;,1
339.0,378.0,MF766046,NZ_OCQN01000001,Streptomycetaceae;,1
340.0,379.0,MK310146,NZ_LN831039.1,Mycobacteriaceae;,1
341.0,380.0,NC_005841,AP014565,Enterobacterales;,1
342.0,381.0,NC_029077,NZ_LN831039.1,Mycobacteriaceae;,1
343.0,382.0,NC_003216,CP027029,Bacillales;,1
344.0,383.0,MF185733,NZ_LN831039.1,Mycobacteriaceae;,1
345.0,384.0,MF185732,NZ_LN831039.1,Mycobacteriaceae;,1
346.0,385.0,MF185731,LC361338,Micrococcaceae;,1
347.0,386.0,MF185730,NZ_LN831039.1,Mycobacteriaceae;,1
348.0,387.0,NC_026016,NZ_CP023560,Bacillales;,1
349.0,388.0,NC_026017,NZ_CCKZ01000001,Enterobacterales;,1
350.0,389.0,NC_019449,NZ_AP019750.1,Lactobacillales;,1
351.0,390.0,NC_019448,NZ_CP023560,Bacillales;,1
352.0,391.0,MH399778,NZ_LN831039.1,Mycobacteriaceae;,1
353.0,392.0,MH399779,NZ_LT629770,Microbacteriaceae;,1
354.0,393.0,MH399776,NZ_LN831039.1,Mycobacteriaceae;,1
355.0,394.0,MH399777,NZ_LN831039.1,Mycobacteriaceae;,1
356.0,395.0,MH399774,NZ_LN831039.1,Mycobacteriaceae;,1
357.0,396.0,MH399775,NZ_LN831039.1,Mycobacteriaceae;,1
358.0,397.0,NC_019447,NC_003317.1,Rhizobiales;,1
359.0,398.0,NC_019914,NZ_CP033732.1,Bacillales;,1
360.0,399.0,MH399770,NZ_LN831039.1,Mycobacteriaceae;,1
361.0,400.0,MH399771,NZ_LN831039.1,Mycobacteriaceae;,1
362.0,401.0,KU160650,LC361338,Micrococcaceae;,1
363.0,402.0,KU160651,LC361338,Micrococcaceae;,1
364.0,403.0,KU160652,LC361338,Micrococcaceae;,1
365.0,404.0,KU160653,LC361338,Micrococcaceae;,1
366.0,405.0,KU160654,LC361338,Micrococcaceae;,1
367.0,406.0,KU160655,LC361338,Micrococcaceae;,1
368.0,407.0,KU160656,LC361338,Micrococcaceae;,1
369.0,408.0,KU160657,LC361338,Micrococcaceae;,1
370.0,409.0,KU160658,LC361338,Micrococcaceae;,1
371.0,410.0,KU160659,LC361338,Micrococcaceae;,1
372.0,411.0,KY083058,NZ_LN831039.1,Mycobacteriaceae;,1
373.0,412.0,KY083059,NZ_LN831039.1,Mycobacteriaceae;,1
374.0,413.0,NC_005135,NZ_CP021654.1,Aeromonadales;,1
375.0,414.0,NC_003324,NZ_RPMX01000001.1,Rhizobiales;,1
376.0,415.0,JF704098,NZ_LN831039.1,Mycobacteriaceae;,1
377.0,416.0,JF704099,NZ_LN831039.1,Mycobacteriaceae;,1
378.0,417.0,JF704096,NZ_LN831039.1,Mycobacteriaceae;,1
379.0,418.0,JF704097,NZ_LN831039.1,Mycobacteriaceae;,1
380.0,419.0,JF704094,NZ_LN831039.1,Mycobacteriaceae;,1
381.0,420.0,JF704093,NZ_LN831039.1,Mycobacteriaceae;,1
382.0,421.0,JF704091,NZ_LN831039.1,Mycobacteriaceae;,1
383.0,422.0,MK359326,NZ_LN831039.1,Mycobacteriaceae;,1
